depth	dens	GR	Vp	Vs
966.25	2.3838	88.3303	3333.7397	1820.2394
966.5	2.4037	90.2836	3381.856	1835.6769
966.75	2.4383	90.7834	3491.4038	1854.5403
967	2.4669	89.7795	3533.8523	1883.5017
967.25	2.5278	77.2118	3651.1536	1975.9552
967.5	2.5146	77.7261	3925.0737	2018.9672
967.75	2.4514	85.9372	3891.55	2087.7859
968	2.4352	91.508	3842.4119	2073.595
968.25	2.45	94.4024	3741.3096	2006.1772
968.5	2.4535	98.1889	3589.7822	1964.3546
968.75	2.42	92.6702	3512.0977	1903.764
969	2.414	90.7738	3513.4187	1863.3184
969.25	2.4426	94.6986	3519.1799	1857.2284
969.5	2.4481	95.9622	3505.9456	1861.1584
969.75	2.4145	90.4199	3487.8284	1860.8671
970	2.3934	86.6108	3480.749	1852.7395
970.25	2.4062	87.9249	3477.0779	1848.962
970.5	2.4035	89.9212	3458.9299	1847.98
970.75	2.382	88.5376	3444.873	1848.1809
971	2.3701	86.816	3447.1409	1849.4399
971.25	2.357	84.4128	3461.3708	1859.5803
971.5	2.3774	81.9557	3447.8484	1864.3158
971.75	2.4369	81.8787	3457.1489	1855.6174
972	2.5	87.1827	3490.0469	1856.2162
972.25	2.5007	89.6687	3492.9456	1857.7537
972.5	2.4169	89.1957	3479.6428	1859.9659
972.75	2.3619	92.768	3482.9023	1864.5881
973	2.3942	92.1055	3487.1738	1872.2382
973.25	2.4259	92.1315	3487.627	1918.2582
973.5	2.4101	88.0675	3455.4949	1903.6515
973.75	2.373	90.183	3452.2244	1871.0197
974	2.3651	93.5745	3444.7773	1865.1034
974.25	2.3648	85.4323	3401.49	1858.3679
974.5	2.4006	83.4293	3397.9241	1852.7341
974.75	2.4282	85.6436	3450.2153	1846.3242
975	2.4518	88.4444	3514.9036	1889.2008
975.25	2.5062	85.7108	3661.7551	1973.1539
975.5	2.5096	83.3302	3941.1006	2037.8625
975.75	2.5314	85.5956	3864.7861	2095.8179
976	2.5021	83.6103	3841.7969	2094.9653
976.25	2.4547	87.1822	3783.4727	2077.8757
976.5	2.4471	92.0987	3723.4338	2021.882
976.75	2.4305	89.6588	3633.9607	1951.0251
977	2.3864	88.6947	3554.3811	1927.1792
977.25	2.3514	89.5549	3512.1924	1906.0376
977.5	2.3472	88.14	3468.9692	1917.2383
977.75	2.3432	86.171	3378.823	1868.3254
978	2.3589	86.5872	3396.1765	1834.6326
978.25	2.4038	89.296	3468.4565	1833.099
978.5	2.4416	90.7252	3578.845	1927.9152
978.75	2.3951	89.4364	3622.9146	1950.7839
979	2.3741	88.3745	3693.8184	2008.719
979.25	2.4205	96.0869	3741.4204	2066.3711
979.5	2.4387	100.4397	3765.9497	2091.981
979.75	2.4464	98.6303	3755.2539	2113.9172
980	2.4403	96.1574	3714.0776	2102.2627
980.25	2.3893	93.699	3711.3752	2093.3635
980.5	2.3798	98.1712	3725.1978	2094.3149
980.75	2.4449	102.3335	3728.3877	2077.7461
981	2.4617	107.5266	3714.9661	2062.2937
981.25	2.4302	113.1705	3684.8787	2050.8843
981.5	2.3944	102.0686	3650.6494	2047.7904
981.75	2.3726	95.5485	3694.6868	2052.98
982	2.3961	92.3208	3705.7166	2049.6587
982.25	2.4407	100.8618	3654.1936	2029.5699
982.5	2.4418	110.2392	3752.9036	2050.8086
982.75	2.4573	111.3457	3852.4512	2105.1465
983	2.4668	112.7061	3779.2183	2190.5
983.25	2.4744	116.5397	3928.9524	2263.561
983.5	2.4878	120.5879	4175.4565	2361.0557
983.75	2.5184	106.7419	4282.1187	2429.0225
984	2.4195	85.3813	3916.7253	2298.8054
984.25	2.3055	84.1119	3566.7422	2165.8359
984.5	2.3208	92.2428	2760.8792	1924.6519
984.75	2.2268	95.632	2712.8396	1566.7894
985	2.186	90.9612	2734.9749	1439.7616
985.25	2.2306	82.7483	2751.4919	1352.361
985.5	2.2626	77.4911	2747.0708	1287.7559
985.75	2.241	78.1613	2732.4065	1265.7455
986	2.2076	83.1597	2709.8496	1260.4396
986.25	2.2187	87.178	2664.1726	1222.4899
986.5	2.2454	83.1502	2642.9312	1214.9866
986.75	2.2658	76.4856	2641.4578	1207.6667
987	2.3076	78.3476	2641.7969	1218.1993
987.25	2.3558	77.3823	2823.1411	1287.0175
987.5	2.3501	73.293	2947.4724	1376.4663
987.75	2.3309	72.8241	2981.636	1449.9536
988	2.3062	72.6	2994.7214	1501.6541
988.25	2.2941	71.2213	3005.9473	1532.0482
988.5	2.3059	69.2907	2995.3572	1526.9811
988.75	2.2951	64.7552	2987.6057	1518.84
989	2.2788	70.412	2986.6733	1526.6986
989.25	2.2719	75.1126	2990.9834	1553.3348
989.5	2.2647	77.5615	2985.5078	1601.3344
989.75	2.2231	80.3675	2752.2805	1695.657
990	2.1643	84.0298	2642.0022	1720.4497
990.25	2.1732	89.6502	2606.1377	1671.7935
990.5	2.2595	80.9211	2575.7236	1811.9358
990.75	2.2552	73.0523	2592.5461	1523.1884
991	2.2292	78.5463	2718.4763	1388.5929
991.25	2.2464	80.5172	2750.7058	1339.0653
991.5	2.2653	81.2906	2820.4709	1348.9944
991.75	2.3045	76.4073	2872.2112	1384.799
992	2.3007	70.5052	2901.5686	1406.2102
992.25	2.2787	69.0485	2902.3601	1432.5962
992.5	2.2509	67.2184	2861.2112	1446.6147
992.75	2.2297	72.1908	2792.9478	1428.6655
993	2.2037	76.3802	2672.2859	1364.136
993.25	2.1414	75.5413	2569.9253	1300.9276
993.5	2.1273	80.3604	2525.3691	1205.7177
993.75	2.2623	82.2425	2560.3171	1166.519
994	2.4177	82.3168	2497.4673	1169.4547
994.25	2.4532	87.5049	2850.0564	1144.8812
994.5	2.4476	94.0588	3134.4038	1272.3634
994.75	2.4519	87.5129	3148.8923	1591.9783
995	2.4365	82.9681	3163.2126	1680.3209
995.25	2.4282	84.9705	3152.0159	1623.8113
995.5	2.4231	85.8944	3139.1985	1596.0223
995.75	2.413	90.5973	3134.6226	1592.6522
996	2.3667	88.353	3136.1575	1611.6156
996.25	2.3186	79.3087	3183.7712	1644.8289
996.5	2.3484	84.9277	3260.1924	1697.8138
996.75	2.4311	97.3626	3469.9309	1751.548
997	2.4547	107.5813	3619.6941	1890.9244
997.25	2.4424	110.7552	3887.2991	1990.022
997.5	2.4273	111.4328	3890.7373	2110.2214
997.75	2.3934	110.382	3878.3984	2181.9849
998	2.3499	106.2209	3749.3872	2122.8828
998.25	2.3261	101.7327	3645.6267	2056.4094
998.5	2.3397	102.3179	3581.4417	1968.1141
998.75	2.3797	106.3467	3512.7222	1938.7
999	2.3595	104.0466	3447.3848	1904.2078
999.25	2.2799	96.3716	3373.2837	1863.1693
999.5	2.2433	84.2171	3383.4146	1829.2501
999.75	2.2805	82.0285	3431.0425	1808.8708
1000	2.3935	96.0493	3600.8406	1817.4396
1000.25	2.4465	105.9653	3866.9905	1892.4056
1000.5	2.4317	111.5397	3787.7759	1959.0787
1000.75	2.3361	107.6789	3676.8484	2029.3739
1001	2.2746	93.7603	3578.1062	2010.6327
1001.25	2.2866	92.1258	3478.0071	1965.469
1001.5	2.3013	101.0574	3406.6697	1916.0513
1001.75	2.3185	105.22	3402.3569	1874.1342
1002	2.3764	104.9529	3461.2727	1889.6205
1002.25	2.4045	105.7007	3538.7302	1961.4847
1002.5	2.3703	98.493	3585.1497	2025.3276
1002.75	2.3524	91.6181	3624.9863	2083.3162
1003	2.3892	95.0937	3690.6511	2119.4963
1003.25	2.4145	100.4799	3716.1714	2130.0625
1003.5	2.424	107.5201	3604.0671	2114.5039
1003.75	2.3644	105.3973	3531.855	2100.2322
1004	2.2929	95.2597	3525.1216	2036.5911
1004.25	2.3223	94.6761	3462.1216	1994.8516
1004.5	2.3477	102.5202	3395.9661	1945.1259
1004.75	2.3516	99.2673	3386.46	1924.2007
1005	2.3883	96.5005	3382.1438	1878.2638
1005.25	2.3763	102.273	3366.6621	1893.259
1005.5	2.2992	97.8855	3319.6289	1884.8522
1005.75	2.2475	92.9325	3261.6165	1855.7745
1006	2.2373	87.1777	3224.2859	1808.8521
1006.25	2.2771	88.4949	3220.2844	1795.5969
1006.5	2.3872	93.2514	3174.8352	1818.5095
1006.75	2.5271	98.2167	3206.4524	1926.0211
1007	2.5496	108.3056	3272.4033	2109.5195
1007.25	2.4966	113.8013	3902.9387	2269.0796
1007.5	2.4618	117.7974	4143.4419	2409.4978
1007.75	2.4581	115.9583	4174.5039	2461.4985
1008	2.4647	114.481	4037.6538	2426.6953
1008.25	2.4303	116.5413	3909.1892	2329.5439
1008.5	2.3769	110.7354	3804.6138	2244.2998
1008.75	2.3701	101.7649	3790.2637	2206.364
1009	2.4298	103.4184	3805.9343	2182.8882
1009.25	2.4711	109.1973	3872.3484	2228.2463
1009.5	2.4541	109.5045	3994.5061	2281.7278
1009.75	2.4562	112.8248	4042.8474	2362.8147
1010	2.4763	109.1555	4059.6685	2412.4448
1010.25	2.4682	108.5545	4024.2764	2402.9954
1010.5	2.4584	111.409	3973.5742	2368.0625
1010.75	2.4581	108.8996	3930.3088	2352.478
1011	2.4489	111.9948	3906.7083	2335.1089
1011.25	2.4513	107.6163	3902.4504	2336.7317
1011.5	2.4528	105.9066	3906.9941	2344.2417
1011.75	2.421	109.1535	3890.897	2327.4773
1012	2.3797	104.857	3881.6838	2313.7324
1012.25	2.3939	103.7205	3830.3594	2241.3601
1012.5	2.452	105.7621	3805.1199	2162.5791
1012.75	2.4295	103.4831	3746.8076	2108.7424
1013	2.4183	104.4238	3707.988	2110.1553
1013.25	2.4786	102.2955	3729.9619	2123.3037
1013.5	2.4724	93.7051	3720.3635	2114.9468
1013.75	2.4135	91.3555	3737.4324	2107.2388
1014	2.3547	97.169	3645.6628	2115.9299
1014.25	2.3543	103.2252	3521.2444	2057.7407
1014.5	2.3357	99.7584	3464.929	2008.3331
1014.75	2.3238	92.8107	3422.9045	1948.4337
1015	2.3554	98.5781	3376.5271	1903.4889
1015.25	2.3492	102.2612	3349.8975	1852.5653
1015.5	2.3036	90.1749	3302.7085	1829.364
1015.75	2.2879	82.433	3308.5974	1805.8251
1016	2.3087	83.9427	3349.6301	1817.1224
1016.25	2.3317	85.5528	3387.6306	1826.5753
1016.5	2.3562	90.0004	3450.0342	1837.9863
1016.75	2.445	90.8924	3531.5642	1866.77
1017	2.5019	83.037	3532.6206	1870.7332
1017.25	2.4758	77.5326	3587.2043	1912.327
1017.5	2.5112	81.7625	3865.7573	1909.8517
1017.75	2.5766	79.0808	4011.5269	1975.882
1018	2.5078	71.8765	4036.6855	2059.7832
1018.25	2.4491	68.3676	4104.52	2150.7283
1018.5	2.4404	77.0331	4198.2236	2248.687
1018.75	2.4722	92.8813	4238.4204	2355.8552
1019	2.4885	103.8412	4254.3682	2459.1843
1019.25	2.4788	107.3479	4288.9951	2532.1082
1019.5	2.4623	104.2757	4328.0728	2561.9202
1019.75	2.4707	105.8468	4334.5508	2563.0034
1020	2.4661	106.7075	4329.7041	2544.6582
1020.25	2.4672	106.1626	4373.272	2499.7822
1020.5	2.4612	108.362	4321.9292	2467.3428
1020.75	2.4617	106.6345	4248.0059	2446.0779
1021	2.4782	106.3127	4167.3491	2432.9014
1021.25	2.472	108.9353	4200.9185	2436.9856
1021.5	2.4665	113.632	4397.7134	2461.217
1021.75	2.4937	114.5353	4560.6069	2505.9626
1022	2.5096	110.3576	4745.2544	2534.4128
1022.25	2.5001	102.9803	4812.0527	2596.3406
1022.5	2.5141	106.4552	4913.7163	2604.7253
1022.75	2.517	106.8245	4989.7231	2633.1411
1023	2.5154	103.2746	5013.5762	2639.1719
1023.25	2.5345	105.1275	5015.3032	2624.7815
1023.5	2.5336	105.2619	5052.4038	2594.6284
1023.75	2.485	104.4812	4946.3716	2584.0188
1024	2.4896	108.4966	4818.3604	2562.6558
1024.25	2.4803	112.8637	4713.7422	2498.802
1024.5	2.4541	109.9483	4485.1997	2483.1584
1024.75	2.4436	106.3413	4648.4824	2396.3701
1025	2.4485	101.0346	4623.6987	2328.5127
1025.25	2.4752	109.484	4574.7231	2347.3691
1025.5	2.4814	117.3013	4507.2358	2434.3225
1025.75	2.4907	118.7126	4522.083	2484.9878
1026	2.4975	120.6343	4538.7163	2534.9629
1026.25	2.4923	116.8707	4523.8853	2539.0691
1026.5	2.4844	113.7548	4497.5732	2525.1794
1026.75	2.4795	111.0107	4468.0513	2513.6665
1027	2.4938	110.8883	4458.4092	2522.3059
1027.25	2.5236	112.0971	4437.4639	2509.541
1027.5	2.5196	111.5274	4403.4976	2476.0271
1027.75	2.4943	105.9818	4381.8643	2466.7139
1028	2.4834	103.1915	4370.5005	2440.2292
1028.25	2.4925	107.3249	4367.0742	2408.269
1028.5	2.499	113.5754	4353.2144	2394.6323
1028.75	2.5155	111.751	4366.7734	2403.3167
1029	2.5195	103.5701	4409.4771	2418.7881
1029.25	2.4976	109.4741	4352.6094	2399.2476
1029.5	2.4934	116.5344	4319.335	2355.9395
1029.75	2.4992	122.613	4295.3472	2334.8992
1030	2.5196	117.3223	4301.3589	2322.292
1030.25	2.5168	111.7711	4274.5439	2371.2051
1030.5	2.5064	109.7634	4247.8413	2329.2773
1030.75	2.4901	115.1501	4185.8428	2321.3384
1031	2.4781	116.0913	4136.2729	2302.6511
1031.25	2.4607	114.7597	4089.0249	2261.7681
1031.5	2.4535	117.261	4110.1338	2231.7078
1031.75	2.4687	113.5134	4157.1289	2243.01
1032	2.5027	111.1748	4212.979	2282.3596
1032.25	2.5014	110.671	4215.4209	2300.3906
1032.5	2.5033	104.3168	4176.9653	2310.2307
1032.75	2.5384	94.8789	4129.5151	2298.4399
1033	2.5618	86.4922	4059.6824	2299.7324
1033.25	2.5286	84.291	3941.9353	2262.2368
1033.5	2.4198	89.9234	3843.0188	2127.9614
1033.75	2.3619	90.657	3717.55	2066.3696
1034	2.3658	87.2198	3679.5571	2038.3531
1034.25	2.3866	84.4452	3648.6472	1995.1514
1034.5	2.4184	89.5032	3622.2119	1993.3221
1034.75	2.4184	99.1032	3612.7988	2000.9541
1035	2.3667	94.1985	3608.4507	1993.7644
1035.25	2.3396	89.4468	3597.7532	1971.4181
1035.5	2.3505	85.4276	3583.2173	1955.738
1035.75	2.3566	87.3336	3603.1401	1962.6752
1036	2.3424	93.2758	3666.4646	1987.8053
1036.25	2.363	98.6125	3706.3772	2040.218
1036.5	2.4055	100.3342	3689.2292	2051.8381
1036.75	2.4562	103.3736	3725.4546	2080.7786
1037	2.4555	103.2863	3776.3303	2107.0388
1037.25	2.4279	94.0564	3785.5313	2113.1597
1037.5	2.4468	85.9453	3778.572	2091.9631
1037.75	2.4336	85.9091	3772.488	2074.9004
1038	2.4023	86.4364	3752.6782	2066.5249
1038.25	2.3989	87.772	3735.6787	2060.5518
1038.5	2.4036	85.3276	3693.9043	2035.3306
1038.75	2.4126	80.2977	3660.5908	1984.7008
1039	2.4116	78.3596	3634.0974	1991.1587
1039.25	2.4122	78.8133	3593.6558	1973.266
1039.5	2.4045	82.7182	3594.8596	1962.4268
1039.75	2.3934	81.14	3639.0564	1941.3813
1040	2.4218	76.8709	3700.1353	1968.8303
1040.25	2.4727	79.4123	3694.7927	2051.3328
1040.5	2.471	83.3993	3626.2417	1941.0455
1040.75	2.4659	87.9031	3534.3281	1883.694
1041	2.4696	92.2373	3438.366	1812.4344
1041.25	2.4932	90.8515	3317.7751	1644.27
1041.5	2.4964	93.1311	3253.4856	1597.9308
1041.75	2.4818	91.0326	3244.9341	1540.6416
1042	2.4818	87.4076	3260.4209	1558.7972
1042.25	2.487	90.1054	3265.1399	1576.6392
1042.5	2.5035	94.0309	3286.0288	1595.8947
1042.75	2.4844	91.6129	3327.196	1645.9916
1043	2.4504	88.9803	3378.8962	1676.8135
1043.25	2.42	89.9739	3455.2576	1745.2169
1043.5	2.3942	90.5392	3491.5142	1818.9227
1043.75	2.3701	90.4227	3504.0229	1925.0017
1044	2.3469	83.1339	3496.3901	1961.0598
1044.25	2.3261	80.7321	3502.8394	1960.8718
1044.5	2.3253	81.7512	3512.0664	1957.3447
1044.75	2.3411	81.9892	3528.8213	1947.4027
1045	2.3814	81.8053	3546.6555	1978.0851
1045.25	2.3964	81.8314	3594.2761	1999.7178
1045.5	2.3777	83.9698	3616.593	2002.5905
1045.75	2.3783	81.0781	3629.8176	2010.3313
1046	2.3895	81.0187	3611.1726	2011.6924
1046.25	2.3962	93.8671	3584.3772	2004.1736
1046.5	2.3953	97.4488	3576.5779	1986.4028
1046.75	2.3943	86.2027	3585.666	1979.2981
1047	2.4063	81.6645	3638.3469	1977.6024
1047.25	2.4463	79.2032	3737.5156	2014.785
1047.5	2.48	80.2934	3889.4612	2082.2922
1047.75	2.495	85.5871	4016.8916	2169.4644
1048	2.5011	88.307	4192.7329	2244.5898
1048.25	2.4903	93.9829	4170.3501	2320.7014
1048.5	2.4758	94.7878	4122.7051	2190.0403
1048.75	2.3775	85.9967	3268.4897	2585.3655
1049	2.2514	83.9032	2593.3396	3039.6418
1049.25	2.201	93.8545	2473.0281	2796.2458
1049.5	2.185	101.7516	2460.9021	2343.1846
1049.75	2.1933	100.6494	2479.95	1083.6624
1050	2.2091	99.372	2513.7876	1047.9797
1050.25	2.2164	102.3952	2559.0652	1071.3427
1050.5	2.2409	96.2555	2605.0051	1117.425
1050.75	2.2615	87.876	2612.9358	1202.1401
1051	2.2329	92.2076	2613.2734	1244.9543
1051.25	2.1875	91.764	2469.6646	1262.9603
1051.5	2.1775	91.914	2477.178	1379.4609
1051.75	2.149	90.3723	2452.5127	1582.158
1052	2.2016	93.2613	2429.9268	1865.4309
1052.25	2.4022	99.6435	2809.4302	2116.6287
1052.5	2.47	97.0864	3645.4666	1970.8339
1052.75	2.4021	89.8713	3559.342	2021.243
1053	2.3212	85.1252	3531.0405	1995.8008
1053.25	2.2998	87.3804	3506.813	1959.0308
1053.5	2.3029	91.5073	3458.9446	1883.4504
1053.75	2.3207	94.7257	3421.9478	1842.8136
1054	2.3487	95.3305	3398.7532	1826.0005
1054.25	2.3355	99.5809	3404.8711	1822.1525
1054.5	2.2829	91.3965	3389.2571	1820.1949
1054.75	2.2458	79.2298	3376.8601	1824.7548
1055	2.2348	77.086	3365.6816	1812.2843
1055.25	2.2546	81.336	3368.0723	1791.8079
1055.5	2.2643	83.4952	3369.1033	1790.322
1055.75	2.2627	83.7502	3370.7126	1797.0057
1056	2.2722	87.6109	3369.3267	1794.396
1056.25	2.2636	89.2778	3375.0195	1789.2202
1056.5	2.2425	81.3117	3428.0647	1799.1755
1056.75	2.2438	78.2329	3472.4111	1809.6042
1057	2.2736	76.975	3542.2935	1833.9967
1057.25	2.3411	83.6055	3649.8882	1866.9426
1057.5	2.4079	103.218	3713.4819	1909.7213
1057.75	2.4197	112.1434	3818.0474	1985.3447
1058	2.4295	113.9913	3879.3684	1987.5115
1058.25	2.4336	113.7999	3882.8657	2013.071
1058.5	2.423	110.6323	3878.7893	2048.2437
1058.75	2.3707	103.7232	3868.512	2079.8872
1059	2.3468	100.494	3845.2876	2102.5073
1059.25	2.3442	103.1802	3817.9226	2111.9995
1059.5	2.3346	105.3411	3762.7146	2105.667
1059.75	2.3445	106.5753	3680.1821	2104.29
1060	2.3376	96.2958	3588.2341	2041.0953
1060.25	2.2989	86.2352	3517.594	1988.7944
1060.5	2.2445	83.1097	3489.3311	1959.5293
1060.75	2.2556	82.374	3474.8083	1928.1981
1061	2.3207	93.729	3457.9297	1901.4653
1061.25	2.3661	100.4767	3449.1836	1898.2302
1061.5	2.3403	92.7619	3459.6387	1900.2247
1061.75	2.3098	88.3633	3481.6331	1907.7772
1062	2.3248	87.1159	3489.2813	1939.0107
1062.25	2.356	95.7899	3471.708	1945.0677
1062.5	2.3418	99.2758	3391.3396	1952.6638
1062.75	2.2964	88.2802	3438.0266	1960.2418
1063	2.2717	81.4711	3402.5957	1956.6885
1063.25	2.2616	82.2923	3329.2102	1954.8656
1063.5	2.2633	81.4788	3362.3459	1939.5493
1063.75	2.2659	79.3322	3355.5708	1921.6766
1064	2.2584	81.8255	3313.8645	1921.064
1064.25	2.2492	84.8519	3302.292	1923.7782
1064.5	2.2406	89.8324	3323.6384	1939.515
1064.75	2.2561	91.6813	3427.0383	1948.9027
1065	2.315	96.8775	3497.6399	1995.9784
1065.25	2.411	110.7528	3585.1382	2110.1177
1065.5	2.4597	112.5244	3616.3931	2123.3513
1065.75	2.4385	111.7734	3576.4412	2120.4275
1066	2.3472	100.6012	3407.0735	2060.0278
1066.25	2.268	81.6173	3278.1577	1984.7919
1066.5	2.2274	76.7318	3248.7515	1896.9331
1066.75	2.2533	76.1871	3279.3867	1845.95
1067	2.3374	81.5198	3120.0886	1872.4987
1067.25	2.427	81.999	3096.0168	1891.8904
1067.5	2.4415	78.7194	3332.7136	1964.0316
1067.75	2.3749	79.8566	3724.9434	2046.9215
1068	2.3345	79.0128	3757.3875	2099.8345
1068.25	2.3512	82.0596	3736.7295	2126.105
1068.5	2.3715	83.5941	3697.7234	2111.3147
1068.75	2.3678	82.7012	3665.1655	2056.9163
1069	2.3415	86.7961	3633.0759	2060.5034
1069.25	2.3363	85.7647	3602.5681	2067.9387
1069.5	2.3448	83.4548	3589.5972	2069.376
1069.75	2.334	88.0233	3609.4824	2070.7856
1070	2.3364	94.2579	3620.3999	2068.6533
1070.25	2.347	98.6275	3610.7957	2041.2975
1070.5	2.3379	98.8815	3562.2649	2053.3848
1070.75	2.324	94.771	3519.1396	2009.228
1071	2.2746	88.5	3459.5266	1984.2048
1071.25	2.2471	83.7623	3406.1106	1954.9781
1071.5	2.2361	81.3892	3386.2766	1918.8392
1071.75	2.2406	88.4699	3423.8223	1925.0408
1072	2.2563	83.3043	3444.0811	1952.5979
1072.25	2.2708	69.4446	3462.2529	1960.4557
1072.5	2.2778	71.9456	3485.7498	1982.3801
1072.75	2.2647	81.907	3495.5354	1985.6467
1073	2.2635	89.9841	3478.5652	1977.9497
1073.25	2.2919	93.8544	3449.7241	1947.2494
1073.5	2.3261	97.9303	3449.0315	1917.1074
1073.75	2.2808	97.3039	3480.2249	1922.676
1074	2.255	84.1715	3506.5361	1918.0239
1074.25	2.3068	76.9683	3497.8386	1895.658
1074.5	2.418	88.5348	3485.0129	1897.4429
1074.75	2.4698	91.643	3489.626	1915.3566
1075	2.4456	87.7964	3495.333	1949.7626
1075.25	2.3838	88.1629	3479.636	1955.7704
1075.5	2.3374	85.2826	3465.666	1931.8082
1075.75	2.3491	77.0107	3465.0017	1925.6815
1076	2.319	77.7754	3486.3442	1951.14
1076.25	2.2903	83.6649	3484.3696	1960.7286
1076.5	2.2933	82.3155	3487.8767	1954.4653
1076.75	2.2953	80.3371	3493.1267	1956.5771
1077	2.2935	80.6392	3514.7925	1962.1881
1077.25	2.3095	86.055	3560.6548	1981.3241
1077.5	2.3157	84.59	3597.5808	2029.991
1077.75	2.2991	80.302	3620.4026	2059.3535
1078	2.3011	86.3647	3628.7773	2070.5269
1078.25	2.2895	88.7355	3650.1089	2083.6321
1078.5	2.2904	87.1369	3706.9595	2112.469
1078.75	2.3242	89.8514	3720.2058	2121.3977
1079	2.3775	97.5395	3731.0742	2119.8953
1079.25	2.3809	102.6763	3742.6855	2100.2893
1079.5	2.3212	93.2858	3750.7417	2124.4431
1079.75	2.3119	89.3709	3727.832	2120.5933
1080	2.3629	97.2033	3684.5732	2097.5129
1080.25	2.3571	95.8357	3686.1421	2060.5901
1080.5	2.3121	87.7344	3695.2012	2059.1521
1080.75	2.3245	85.4534	3671.564	2043.0527
1081	2.403	92.5132	3650.228	2004.4833
1081.25	2.4909	99.981	3645.3914	1950.2296
1081.5	2.5038	98.263	3648.1304	1912.2101
1081.75	2.5084	92.3119	3613.866	1896.8765
1082	2.5108	89.7533	3575.1897	1892.7145
1082.25	2.4479	91.6018	3582.9712	1916.4701
1082.5	2.3516	94.6602	3608.876	1980.3785
1082.75	2.3154	93.847	3586.1484	1984.5443
1083	2.3681	94.9027	3561.3433	1999.428
1083.25	2.3968	99.2841	3551.9685	1982.6189
1083.5	2.3421	90.707	3562.1091	1961.2888
1083.75	2.2939	84.0989	3574.6799	1940.2283
1084	2.2885	87.778	3547.8804	1948.2493
1084.25	2.3189	85.7883	3528.0771	1933.8662
1084.5	2.3742	81.0957	3514.3376	1942.4227
1084.75	2.3489	80.8489	3499.4453	1942.7522
1085	2.305	80.6356	3461.647	1939.6552
1085.25	2.3052	83.3368	3410.7739	1938.2031
1085.5	2.2973	87.2012	3386.6563	1911.6345
1085.75	2.2957	88.4377	3392.6167	1910.6095
1086	2.2793	87.3728	3405.8315	1917.1565
1086.25	2.3028	85.0006	3404.8342	1928.1598
1086.5	2.3319	84.6979	3474.8557	1947.9678
1086.75	2.3223	81.8625	3524.1729	1954.6577
1087	2.3501	85.1426	3602.3792	1986.1631
1087.25	2.3948	90.3347	3647.3201	2044.1448
1087.5	2.4108	88.2948	3664.5759	2069.647
1087.75	2.4161	92.2935	3644.6079	2087.0427
1088	2.3704	97.6138	3623.3196	2067.8726
1088.25	2.3114	97.513	3632.2351	2063.4155
1088.5	2.2971	91.1128	3668.4656	2051.9124
1088.75	2.3295	94.7202	3725.5366	2091.9495
1089	2.4161	101.9802	3785.9036	2187.9465
1089.25	2.437	109.0092	3838.0566	2249.9268
1089.5	2.3945	108.2724	3912.5486	2248.824
1089.75	2.3481	107.5844	3932.7935	2256.1963
1090	2.3731	104.985	3940.3601	2252.2991
1090.25	2.4286	98.6994	3956.25	2255.5879
1090.5	2.4284	104.7549	3986.6592	2290.9561
1090.75	2.4374	107.4746	3976.021	2306.0911
1091	2.4405	103.6728	3904.9441	2313.0576
1091.25	2.4361	96.009	3812.7253	2239.9504
1091.5	2.427	90.7972	3751.6033	2164.3748
1091.75	2.4048	88.0917	3731.8423	2121.0334
1092	2.3669	91.5048	3700.4082	2107.3867
1092.25	2.3746	95.0735	3647.8208	2063.6865
1092.5	2.4081	101.477	3607.9314	2045.4667
1092.75	2.3646	99.9693	3571.2339	2038.3663
1093	2.3068	91.1358	3536.6851	1999.1776
1093.25	2.2735	85.7598	3538.0986	1981.9803
1093.5	2.2568	81.7926	3587.105	1969.4213
1093.75	2.2653	83.8234	3700.4883	1993.6296
1094	2.3488	95.6652	3868.0996	2101.2896
1094.25	2.4235	100.1703	3979.5889	2138.9568
1094.5	2.468	105.3436	4036.7258	2238.5906
1094.75	2.4751	106.9131	3989.2751	2264.2678
1095	2.4472	104.5911	3860.1631	2261.8987
1095.25	2.4198	104.9066	3768.1245	2177.7258
1095.5	2.3618	97.6725	3675.4919	2139.4705
1095.75	2.3322	82.6788	3675.4839	2103.0254
1096	2.3336	84.7352	3726.2163	2074.0854
1096.25	2.3762	98.5223	3925.3042	2107.1729
1096.5	2.4424	110.6378	4050.4912	2187.4597
1096.75	2.4786	114.2647	4123.8047	2390.7581
1097	2.4734	108.8866	4154.0776	2391.5068
1097.25	2.4388	107.0465	4169.9556	2357.5576
1097.5	2.4241	110.5517	4169.1655	2354.3169
1097.75	2.412	112.4613	4192.3164	2359.1028
1098	2.4321	111.6895	4110.8516	2314.4211
1098.25	2.469	103.6861	4036.207	2248.4707
1098.5	2.4918	95.7476	3924.7454	2168.1074
1098.75	2.5039	90.2975	3719.0994	2080.1768
1099	2.4776	89.3427	3682.2778	2039.3053
1099.25	2.4128	86.6785	3710.4492	1998.0375
1099.5	2.3703	81.598	3554.5732	2030.4364
1099.75	2.4156	78.4846	3604.2168	2193.3428
1100	2.5478	69.6643	4175.0146	2296.9736
1100.25	2.5871	64.7884	4072.1379	2333.9075
1100.5	2.4984	68.5125	3848.3503	2230.2725
1100.75	2.3753	78.113	3522.9976	2080.4355
1101	2.3339	90.2046	3485.3838	2013.3496
1101.25	2.3279	91.5546	3431.4797	1936.7321
